ORD; AÑO ; MES ; DÍA ; DIA DE LA SEMANA ;HORA; ETAPA DEL DÍA ; ZONA ; BLOQUE ; CAMPO ; LOCACIÓN ; INSTALACIÓN O ÁREA ; LON ; LAT ; FUENTES GENERADORAS DE RIESGO ; TIPO ;CONSECUENCIA;OBJETOS;CANTIDAD;UNIDAD;MONTO;SEVERIDAD / IMPACTO;"DEPARTAMENTO
CUSTODIO DEL BIEN";NÚMERO DE INFORME DE VERIFICACIÓN;INFORME DEL ÁREA USUARIA?;NUMERO DE DENUNCIA O ACTO URGENTE;ESTADO DEL PROCESO;PROCESADOS;;LOCACIÓN TIENE SERVICIO DE VIGILANCIA FIJA?;LOCACIÓN TIENE CÁMARA DE VIDEO SEGURIDAD?;LOCACIÓN TIENE CERRAMIENTO?;LOCACIÓN TIENE ILUMINACIÓN?;LA CONTRATISTA REPONE EL VALOR DE LA PÉRDIDA?;SEGURO DE PETROAMAZONAS REPONE EL VALOR DE LA PÉRDIDA?;EXISTIÓ RECOMENDACIÓN DE SEGURIDAD QUE PUDO EVITAR EL EVENTO?;RECOMENDACIONES PARA DISMINUIR EL RIESGO DE REPETICIÓN;;;;;;;;;;;;;;;;;;;;;;;;;;;AÑO;MES;DIA;DIA DE LA SEMANA;HORA;ETAPA;ZONA;BLOQUE;Campo;LOCACIÓN;FUENTE;TIPO;CONSECUENCIA;;UNIDAD;SEVERIDAD;DEPARTAMENTO;INFORME DE ÁREA USUARIA;ESTADO DEL PROCESO;;SENTENCIADOS;;;;;;;;;;;;;;;;;;;;
103;2022;JUN;14;MARTES;7:00 PM;NOCHE;ZOCE;B57 - SHS;SUR;B57 - SHS - WELL PAD SHSQ 179;ÁREA DE EQUIPOS DE SUPERFICIE; 315.446,91 ; 9.971.003,94 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;CABLES;157;PIES (FT.); $348.024,61 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-08-07-2022;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - MLV-40900A TIPUTINI SUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;2022;JUN;14;MARTES;10:00 AM;MAÑANA;ZOCE;B57 - SHS;SUR;B57 - SHS - WELL PAD SHSQ-126;ÁREA DE EQUIPOS DE SUPERFICIE; 315.446,91 ; 9.971.003,94 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;154;PIES (FT.); $2.717,34 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-08-07-2022;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - MLV-40900B TIPUTINI NORTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;2022;JUN;16;JUEVES;10:00 AM;MAÑANA;ZOCE;B57 - SHS;SUROESTE;B57 - SHS - WELL PAD SHSP-293;ÁREA DE EQUIPOS DE SUPERFICIE; 313.578,45 ; 9.968.962,38 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;546;EA; $111.056,50 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-09-07-2022;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - TAMBOCOCHA A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;2022;JUN;20;LUNES;10:00 AM;MAÑANA;ZOCE;B57 - SHS;SUROESTE;B57 - SHS - SHS 69;ÁREA DE EQUIPOS DE SUPERFICIE; 315.507,37 ; 9.970.173,77 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;157;PAQUETES (PQ.); $148.102,40 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-09-07-2022;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - TAMBOCOCHA B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;2022;JUN;23;JUEVES;8:00 AM;MAÑANA;ZOCE;B57 - SHS;CENTRO;B57 - SHS - WELL PAD SHSI-256;ÁREA DE EQUIPOS DE SUPERFICIE; 314.672,84 ; 9.976.174,31 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;CABLES;184;PIES (FT.); $454.454,32 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-08-07-2022;SI;;ABIERTO;;NO;NO;NO;SI;SI;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - TAMBOCOCHA D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;2022;JUN;23;JUEVES;8:00 AM;MAÑANA;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - WELL PAD AGRA 03D;ÁREA DE EQUIPOS DE SUPERFICIE; 314.981,50 ; 9.997.284,98 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;ACTIVOS VARIOS;1;EA; $ 173.615.58 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-09-07-2022;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - TAMBOCOCHA E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;2022;JUN;23;JUEVES;10:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSS 52;ÁREA DE EQUIPOS DE SUPERFICIE; 318.185,58 ; 9.988.166,48 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;47;PIES (FT.); $640,71 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-09-07-2022;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - TIPUTINI A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;2022;JUN;24;VIERNES;7:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSC-053;ÁREA DE EQUIPOS DE SUPERFICIE; 315.570,07 ; 9.987.064,45 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;ACTIVOS VARIOS;1;EA; $396.971,58 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-08-07-2022;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - TIPUTINI B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;2022;JUN;24;VIERNES;7:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSC-206;ÁREA DE EQUIPOS DE SUPERFICIE; 315.570,07 ; 9.987.064,45 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;ACTIVOS VARIOS;502;PIES (FT.); $197.050,14 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-09-07-2022;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - TIPUTINI C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;2022;JUN;24;VIERNES;7:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSC-208;ÁREA DE EQUIPOS DE SUPERFICIE; 315.570,07 ; 9.987.064,45 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;ACTIVOS VARIOS;662;PIES (FT.); $382.643,36 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);FI-IV-ZOCE-09-07-2022;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - TIPUTINI D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;2022;JUN;24;VIERNES;7:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSC-247;ÁREA DE EQUIPOS DE SUPERFICIE; 315.570,07 ; 9.987.064,45 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;ACTIVOS VARIOS;12018;PIES (FT.); $417.053,72 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-09-07-2022;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Personas ajenas a la operación durante la paralización nacional en la que existieron delincuentes infiltrados, el 24 de junio de 2022 destruyeron las instalaciones del pozo SHSC 247, producto de lo cual se ocasiona su apagado forzoso, afectando de esta manera la economía del país e interrumpiendo la operación de la instalación parte del sector estratégico del estado ecuatoriano.
b. El pozo SHSC 247 desde la fecha que permaneció apagado afecto a la producción de petróleo y la economía del país.
c. La delincuencia aprovechando las condiciones de la paralización nacional y el cierre de vías, ejecuto el sabotaje en las instalaciones del B 57 SHS.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - TIPUTINI E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;2022;JUN;24;VIERNES;9:00 AM;MAÑANA;ZOCE;B57 - SHS;DRAGO;B57 - SHS - WELL PAD DRRE;ÁREA DE EQUIPOS DE SUPERFICIE; 305.464,04 ; 9.986.950,40 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;CABLES;2117;PIES (FT.); $450.573,73 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-09-07-2022;SI;;ABIERTO;;NO;NO;NO;SI;SI;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - ZEMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;2022;JUN;28;MARTES;10:00 AM;MAÑANA;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - WELL PAD AGRA 011;ÁREA DE EQUIPOS DE SUPERFICIE; 314.981,50 ; 9.997.284,98 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;1;EA; $ 133.641.30 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-09-07-2022;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B43 - ITT - ZESC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;2022;JUN;28;MARTES;10:00 AM;MAÑANA;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - WELL PAD AGRA 013;ÁREA DE EQUIPOS DE SUPERFICIE; 314.981,50 ; 9.997.284,98 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;224;PIES (FT.); $6.883,52 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-09-07-2022;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B01 - PAC - CAMPAMENTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;2022;JUN;28;MARTES;10:00 AM;MAÑANA;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - WELL PAD AGRA 022;ÁREA DE EQUIPOS DE SUPERFICIE; 314.981,50 ; 9.997.284,98 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;232;PIES (FT.); $2.018,72 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-09-07-2022;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B06 - AMD - AMSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;2022;JUL;14;JUEVES;1:00 PM;TARDE;ZOCE;B57 - SHS;SUR;B57 - SHS - SHS 28;ÁREA DE QUÍMICOS; 748.279,88 ; 1.416.546,68 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;ACTIVOS VARIOS;1;EA; $503,76 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-14-07-2022 – B57 SHS;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B06 - AMD - BASE LOGÍSTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;2022;JUL;16;SABADO;8:00 AM;MAÑANA;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - WELL PAD AGRA 03D;ÁREA DE QUÍMICOS; 314.981,50 ; 9.997.284,98 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;BOMBAS DE QUÍMICOS;4;EA; $14.993,96 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-16-07-2022 – B57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B06 - AMD - PLANTA DE GAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;2022;JUL;16;SABADO;10:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSC-053;ÁREA DE QUÍMICOS; 315.570,07 ; 9.987.064,45 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;BOMBAS DE QUÍMICOS;2;EA; $7.496,96 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-16-07-2022 – B57 SHS;SI;;ABIERTO;;NO;NO;NO;NO;SI;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - BODEGA MATERIALES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;2022;JUL;26;MARTES;9:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSAA-203;ÁREA DE EQUIPOS DE SUPERFICIE; 315.642,19 ; 9.983.318,42 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;287;PIES (FT.); $7.815,01 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-31-07-2022;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - BODEGA SSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;2022;AGO;7;DOMINGO;10:00 PM;NOCHE;ZOCE;B57 - SHS;CENTRO;B57 - SHS - SHS 011;AREA DEL CABEZAL; 314.595,11 ; 9.978.184,15 ;  DELINCUENCIA COMUN  ;  ROBO  ;PÉRDIDA ECONÓMICA;CABLES;147;PIES (FT.); $1.278,90 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-07-08-2022;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - CAMPAMENTO - OFICINAS ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;2022;AGO;10;MIERCOLES;7:00 PM;NOCHE;ZOCE;B57 - SHS;NORTE;B57 - SHS - ESTACION NORTE GENERACIÓN;TANQUE DE ALMACENAMIENTO; 316.708,96 ; 9.983.386,78 ;  DELINCUENCIA COMUN  ; ASALTO ;PÉRDIDA ECONÓMICA;DIÉSEL;5000;GALONES (GLS.); $22.000,00 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;MANTENIMIENTO (MNT);SFI-IV-ZOCE-23-07-2022;SI;;ABIERTO;;NO;SI;NO;SI;SI;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02. DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.
b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores cómplices y encubridores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - DURENO 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;2022;AGO;19;VIERNES;1:00 PM;TARDE;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - WELL PAD AGRH 27;TANQUE DE ALMACENAMIENTO; 312.128,05 ; 9.994.925,12 ; DELINCUENCIA COMUN ; ASALTO ;PÉRDIDA ECONÓMICA;DIÉSEL;3.733,80;GALONES (GLS.); $16.074,72 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;MANTENIMIENTO (MNT);SFI-IV-ZOCE-20-08-2022;SI;;ABIERTO;;NO;SI;NO;NO;SI;NO;;SI;"a. Que el Departamento Legal, formule la denuncia respectiva ante la autoridad competente.
b. Que los funcionarios de EP PETROECUADOR de las diferentes áreas que tienen que ver con el evento
suscitado, den cumplimiento a lo que establece el “PROCEDIMIENTO PARA GESTIONAR LA BAJA
POR PÉRDIDA, ROBO O HURTO DE MATERIALES Y OTROS BIENES ALMACENADOS EN LAS
BODEGAS” ABS.06.04.PR.07.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - DURENO 03 PAD-G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;2022;SEP;27;MARTES;10:00 PM;NOCHE;ZOCE;B57 - SHS;SUR;B57 - SHS - SHS 75;AREA DEL CABEZAL; 316.041,05 ; 9.974.521,93 ;  DELINCUENCIA COMUN  ;  ROBO  ;AFECTACIÓN A LA OPERACIÓN;CABLES;20;PIES (FT.); $28.325,40 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SFI-IV-ZOCE-28-09-2022                                     ;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"a. Que los funcionarios del área usuaria de la EP PETROECUADOR, den cumplimiento a lo que establece el PROCEDIMIENTO ABS.09.02.DR.01 - ""GESTIÓN DE BIENES (PROPIEDAD, PLANTA Y EQUIPO Y DE CONTROL ADMINISTRATIVO)” en lo que corresponde a este evento.

b. Que Procuraduría proceda con la denuncia correspondiente y continúe con sus acciones legales para la detención y sanción de autores y cómplices.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - EST. GUANTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
